size,clue_density,n_clues,num_vars,n_clauses,status,wall_time_s,dp_calls,unit_clause_checks,pure_literal_checks,remove_literal_calls,select_literal_calls,model_len,model_cnf_valid,model_semantic_valid,error,expected_status,is_correct
25,0.1872,117,15625,810217,UNSAT,409.9714819910005,1,6497,0,6497,0,0,,,,UNSAT,True
25,0.1904,119,15625,810219,UNSAT,261.58068086699495,1,3562,0,3562,0,0,,,,UNSAT,True
25,0.184,115,15625,810215,TIMEOUT,600.000056445002,1,44899,638,44578,638,0,,,,SAT,False
25,0.192,120,15625,810220,TIMEOUT,600.0000467780046,1,35688,481,35412,481,0,,,,SAT,False
25,0.2192,137,15625,810237,TIMEOUT,600.0000575049999,1,37898,454,37681,454,0,,,,SAT,False
25,0.2,125,15625,810225,TIMEOUT,600.0000524480056,1,30031,445,29779,445,0,,,,SAT,False
25,0.1824,114,15625,810214,UNSAT,415.3320521370042,1,6469,0,6469,0,0,,,,UNSAT,True
25,0.216,135,15625,810235,UNSAT,160.18248270299955,1,1971,0,1971,0,0,,,,UNSAT,True
25,0.2112,132,15625,810232,TIMEOUT,600.0000520009999,1,34920,448,34682,448,0,,,,SAT,False
25,0.2096,131,15625,810231,UNSAT,255.2544881799986,1,3403,0,3403,0,0,,,,UNSAT,True
